task,profile,family,group,topology,mode,hidden,heads,head_dim,variant,base_rank,rank_multiplier,actual_M,unique_depth,executed_depth,total_parameters,trainable_parameters,backbone_parameters,router_parameters,batch_size,epochs,lr,mlp_ratio,unified_pos,ref,matrix_macs_B1
ns,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,256,8,32,plain,32,2,64,6,8,2594049,2594049,2593025,1024,2,500,0.001,2,True,10,16069427200
ns,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,sr_1_over_r,256,8,32,plain,32,1,32,3,7,1384961,1384961,1384961,0,2,500,0.001,2,True,10,13217300480
ns,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,rb_attnres,256,8,32,plain,32,1,32,3,7,1391617,1391617,1384961,6656,2,500,0.001,2,True,10,13217300480
ns,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,lb_attnres_1_over_r,256,8,32,plain,32,1,32,3,7,1386497,1386497,1384961,1536,2,500,0.001,2,True,10,13217300480
ns,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,sr_1_over_r,256,8,32,plain,32,2,64,3,7,1391105,1391105,1391105,0,2,500,0.001,2,True,10,14156824576
ns,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,rb_attnres,256,8,32,plain,32,2,64,3,7,1397761,1397761,1391105,6656,2,500,0.001,2,True,10,14156824576
ns,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,lb_attnres_1_over_r,256,8,32,plain,32,2,64,3,7,1392641,1392641,1391105,1536,2,500,0.001,2,True,10,14156824576
ns,official_release,linearno,base_depth8,independent_L8,native_residual,256,8,32,plain,32,1,32,8,8,3377921,3377921,3377921,0,2,500,0.001,2,True,10,14995685376
ns,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,256,8,32,plain,32,1,32,5,8,2182145,2182145,2182145,0,2,500,0.001,2,True,10,14995685376
ns,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,256,8,32,plain,32,1,32,5,8,2188801,2188801,2182145,6656,2,500,0.001,2,True,10,14995685376
ns,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,256,8,32,plain,32,1,32,5,8,2183169,2183169,2182145,1024,2,500,0.001,2,True,10,14995685376
ns,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,256,8,32,plain,32,1,32,6,8,2580737,2580737,2580737,0,2,500,0.001,2,True,10,14995685376
ns,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,256,8,32,plain,32,1,32,6,8,2585345,2585345,2580737,4608,2,500,0.001,2,True,10,14995685376
ns,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,256,8,32,plain,32,1,32,6,8,2581761,2581761,2580737,1024,2,500,0.001,2,True,10,14995685376
ns,official_release,linearno,base_depth8,independent_L8,native_residual,256,8,32,plain,32,2,64,8,8,3394305,3394305,3394305,0,2,500,0.001,2,True,10,16069427200
ns,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,256,8,32,plain,32,2,64,5,8,2192385,2192385,2192385,0,2,500,0.001,2,True,10,16069427200
ns,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,256,8,32,plain,32,2,64,5,8,2199041,2199041,2192385,6656,2,500,0.001,2,True,10,16069427200
ns,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,256,8,32,plain,32,2,64,5,8,2193409,2193409,2192385,1024,2,500,0.001,2,True,10,16069427200
ns,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,256,8,32,plain,32,2,64,6,8,2593025,2593025,2593025,0,2,500,0.001,2,True,10,16069427200
ns,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,256,8,32,plain,32,2,64,6,8,2597633,2597633,2593025,4608,2,500,0.001,2,True,10,16069427200
ns,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,256,8,32,plain,32,2,64,6,8,2594049,2594049,2593025,1024,2,500,0.001,2,True,10,16069427200
ns,transolver_matched,linearno,base_depth8,independent_L8,native_residual,256,8,32,plain,32,1,32,8,8,2308865,2308865,2308865,0,2,500,0.001,1,True,8,10625220608
ns,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,256,8,32,plain,32,1,32,5,8,1507073,1507073,1507073,0,2,500,0.001,1,True,8,10625220608
ns,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,256,8,32,plain,32,1,32,5,8,1513729,1513729,1507073,6656,2,500,0.001,1,True,8,10625220608
ns,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,256,8,32,plain,32,1,32,5,8,1508097,1508097,1507073,1024,2,500,0.001,1,True,8,10625220608
ns,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,256,8,32,plain,32,1,32,6,8,1774337,1774337,1774337,0,2,500,0.001,1,True,8,10625220608
ns,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,256,8,32,plain,32,1,32,6,8,1778945,1778945,1774337,4608,2,500,0.001,1,True,8,10625220608
ns,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,256,8,32,plain,32,1,32,6,8,1775361,1775361,1774337,1024,2,500,0.001,1,True,8,10625220608
ns,transolver_matched,linearno,base_depth8,independent_L8,native_residual,256,8,32,plain,32,2,64,8,8,2325249,2325249,2325249,0,2,500,0.001,1,True,8,11698962432
ns,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,256,8,32,plain,32,2,64,5,8,1517313,1517313,1517313,0,2,500,0.001,1,True,8,11698962432
ns,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,256,8,32,plain,32,2,64,5,8,1523969,1523969,1517313,6656,2,500,0.001,1,True,8,11698962432
ns,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,256,8,32,plain,32,2,64,5,8,1518337,1518337,1517313,1024,2,500,0.001,1,True,8,11698962432
ns,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,256,8,32,plain,32,2,64,6,8,1786625,1786625,1786625,0,2,500,0.001,1,True,8,11698962432
ns,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,256,8,32,plain,32,2,64,6,8,1791233,1791233,1786625,4608,2,500,0.001,1,True,8,11698962432
ns,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,256,8,32,plain,32,2,64,6,8,1787649,1787649,1786625,1024,2,500,0.001,1,True,8,11698962432
ns,transolver_original,transolver,base_depth8,independent_L8,native_residual,256,8,32,Physics_Attention_Structured_Mesh_2D,32,1,32,8,8,11232321,11232321,11232321,0,2,500,0.001,1,True,8,46606057472
ns,transolver_original,transolver,base_depth8,independent_L8,native_residual,256,8,32,Physics_Attention_Structured_Mesh_2D,32,2,64,8,8,11240769,11240769,11240769,0,2,500,0.001,1,True,8,47430238208
plasticity,paper_table8_on_release_model,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv,64,1,64,8,8,1799428,1799428,1799428,0,8,500,0.001,1,False,8,6416295680
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv,64,1,64,5,8,1150084,1150084,1150084,0,8,500,0.001,1,False,8,6416295680
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv,64,1,64,5,8,1153412,1153412,1150084,3328,8,500,0.001,1,False,8,6416295680
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv,64,1,64,5,8,1150596,1150596,1150084,512,8,500,0.001,1,False,8,6416295680
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv,64,1,64,6,8,1366532,1366532,1366532,0,8,500,0.001,1,False,8,6416295680
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv,64,1,64,6,8,1368836,1368836,1366532,2304,8,500,0.001,1,False,8,6416295680
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv,64,1,64,6,8,1367044,1367044,1366532,512,8,500,0.001,1,False,8,6416295680
plasticity,paper_table8_on_release_model,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv,64,2,128,8,8,1815812,1815812,1815812,0,8,500,0.001,1,False,8,7237068544
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv,64,2,128,5,8,1160324,1160324,1160324,0,8,500,0.001,1,False,8,7237068544
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv,64,2,128,5,8,1163652,1163652,1160324,3328,8,500,0.001,1,False,8,7237068544
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv,64,2,128,5,8,1160836,1160836,1160324,512,8,500,0.001,1,False,8,7237068544
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv,64,2,128,6,8,1378820,1378820,1378820,0,8,500,0.001,1,False,8,7237068544
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv,64,2,128,6,8,1381124,1381124,1378820,2304,8,500,0.001,1,False,8,7237068544
plasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv,64,2,128,6,8,1379332,1379332,1378820,512,8,500,0.001,1,False,8,7237068544
plasticity,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,sr_1_over_r,128,8,16,conv,64,1,64,3,7,717188,717188,717188,0,8,500,0.001,1,False,8,5640408832
plasticity,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,rb_attnres,128,8,16,conv,64,1,64,3,7,720516,720516,717188,3328,8,500,0.001,1,False,8,5640408832
plasticity,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,lb_attnres_1_over_r,128,8,16,conv,64,1,64,3,7,717956,717956,717188,768,8,500,0.001,1,False,8,5640408832
plasticity,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,sr_1_over_r,128,8,16,conv,64,2,128,3,7,723332,723332,723332,0,8,500,0.001,1,False,8,6358585088
plasticity,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,rb_attnres,128,8,16,conv,64,2,128,3,7,726660,726660,723332,3328,8,500,0.001,1,False,8,6358585088
plasticity,paper_table8_on_release_model,linearno_loop,custom_topology_control,p0_c2_r3_s1,lb_attnres_1_over_r,128,8,16,conv,64,2,128,3,7,724100,724100,723332,768,8,500,0.001,1,False,8,6358585088
plasticity,official_release,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv,64,1,64,8,8,1799428,1799428,1799428,0,8,500,0.001,1,False,8,6416295680
plasticity,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv,64,1,64,5,8,1150084,1150084,1150084,0,8,500,0.001,1,False,8,6416295680
plasticity,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv,64,1,64,5,8,1153412,1153412,1150084,3328,8,500,0.001,1,False,8,6416295680
plasticity,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv,64,1,64,5,8,1150596,1150596,1150084,512,8,500,0.001,1,False,8,6416295680
plasticity,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv,64,1,64,6,8,1366532,1366532,1366532,0,8,500,0.001,1,False,8,6416295680
plasticity,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv,64,1,64,6,8,1368836,1368836,1366532,2304,8,500,0.001,1,False,8,6416295680
plasticity,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv,64,1,64,6,8,1367044,1367044,1366532,512,8,500,0.001,1,False,8,6416295680
plasticity,official_release,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv,64,2,128,8,8,1815812,1815812,1815812,0,8,500,0.001,1,False,8,7237068544
plasticity,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv,64,2,128,5,8,1160324,1160324,1160324,0,8,500,0.001,1,False,8,7237068544
plasticity,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv,64,2,128,5,8,1163652,1163652,1160324,3328,8,500,0.001,1,False,8,7237068544
plasticity,official_release,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv,64,2,128,5,8,1160836,1160836,1160324,512,8,500,0.001,1,False,8,7237068544
plasticity,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv,64,2,128,6,8,1378820,1378820,1378820,0,8,500,0.001,1,False,8,7237068544
plasticity,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv,64,2,128,6,8,1381124,1381124,1378820,2304,8,500,0.001,1,False,8,7237068544
plasticity,official_release,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv,64,2,128,6,8,1379332,1379332,1378820,512,8,500,0.001,1,False,8,7237068544
plasticity,transolver_matched,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv,64,1,64,8,8,1799428,1799428,1799428,0,8,500,0.001,1,False,8,6416295680
plasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv,64,1,64,5,8,1150084,1150084,1150084,0,8,500,0.001,1,False,8,6416295680
plasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv,64,1,64,5,8,1153412,1153412,1150084,3328,8,500,0.001,1,False,8,6416295680
plasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv,64,1,64,5,8,1150596,1150596,1150084,512,8,500,0.001,1,False,8,6416295680
plasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv,64,1,64,6,8,1366532,1366532,1366532,0,8,500,0.001,1,False,8,6416295680
plasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv,64,1,64,6,8,1368836,1368836,1366532,2304,8,500,0.001,1,False,8,6416295680
plasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv,64,1,64,6,8,1367044,1367044,1366532,512,8,500,0.001,1,False,8,6416295680
plasticity,transolver_matched,linearno,base_depth8,independent_L8,native_residual,128,8,16,conv,64,2,128,8,8,1815812,1815812,1815812,0,8,500,0.001,1,False,8,7237068544
plasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,128,8,16,conv,64,2,128,5,8,1160324,1160324,1160324,0,8,500,0.001,1,False,8,7237068544
plasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,128,8,16,conv,64,2,128,5,8,1163652,1163652,1160324,3328,8,500,0.001,1,False,8,7237068544
plasticity,transolver_matched,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,128,8,16,conv,64,2,128,5,8,1160836,1160836,1160324,512,8,500,0.001,1,False,8,7237068544
plasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,128,8,16,conv,64,2,128,6,8,1378820,1378820,1378820,0,8,500,0.001,1,False,8,7237068544
plasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,128,8,16,conv,64,2,128,6,8,1381124,1381124,1378820,2304,8,500,0.001,1,False,8,7237068544
plasticity,transolver_matched,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,128,8,16,conv,64,2,128,6,8,1379332,1379332,1378820,512,8,500,0.001,1,False,8,7237068544
plasticity,transolver_original,transolver,base_depth8,independent_L8,native_residual,128,8,16,Physics_Attention_Structured_Mesh_2D,64,1,64,8,8,2844484,2844484,2844484,0,8,500,0.001,1,False,8,9454429952
plasticity,transolver_original,transolver,base_depth8,independent_L8,native_residual,128,8,16,Physics_Attention_Structured_Mesh_2D,64,2,128,8,8,2853188,2853188,2853188,0,8,500,0.001,1,False,8,10098321152
